distance_threshold_aa	consensus_threshold	n_pass	n_proteins	pass_fraction
15.0	0.61	58	58	1.0
15.0	0.62	58	58	1.0
15.0	0.63	58	58	1.0
15.0	0.64	58	58	1.0
15.0	0.65	58	58	1.0
15.0	0.66	58	58	1.0
15.0	0.67	58	58	1.0
15.0	0.68	58	58	1.0
15.0	0.69	58	58	1.0
15.0	0.7	58	58	1.0
15.0	0.71	58	58	1.0
15.0	0.72	58	58	1.0
15.0	0.73	58	58	1.0
15.0	0.74	58	58	1.0
15.0	0.75	58	58	1.0
15.0	0.76	58	58	1.0
15.0	0.77	58	58	1.0
15.0	0.78	58	58	1.0
15.0	0.79	58	58	1.0
15.0	0.8	58	58	1.0
15.0	0.81	58	58	1.0
15.0	0.82	58	58	1.0
15.0	0.83	58	58	1.0
15.0	0.84	58	58	1.0
15.0	0.85	58	58	1.0
15.0	0.86	58	58	1.0
15.0	0.87	58	58	1.0
15.0	0.88	58	58	1.0
15.0	0.89	58	58	1.0
15.0	0.9	58	58	1.0
15.0	0.91	58	58	1.0
15.0	0.92	58	58	1.0
15.0	0.93	58	58	1.0
15.0	0.94	58	58	1.0
15.0	0.95	58	58	1.0
15.0	0.96	58	58	1.0
15.0	0.97	58	58	1.0
15.0	0.98	58	58	1.0
15.0	0.99	58	58	1.0
15.0	1.0	58	58	1.0
16.0	0.5	58	58	1.0
16.0	0.51	58	58	1.0
16.0	0.52	58	58	1.0
16.0	0.53	58	58	1.0
16.0	0.54	58	58	1.0
16.0	0.55	58	58	1.0
16.0	0.56	58	58	1.0
16.0	0.57	58	58	1.0
16.0	0.58	58	58	1.0
16.0	0.59	58	58	1.0
16.0	0.6	58	58	1.0
16.0	0.61	58	58	1.0
16.0	0.62	58	58	1.0
16.0	0.63	58	58	1.0
16.0	0.64	58	58	1.0
16.0	0.65	58	58	1.0
16.0	0.66	58	58	1.0
16.0	0.67	58	58	1.0
16.0	0.68	58	58	1.0
16.0	0.69	58	58	1.0
16.0	0.7	58	58	1.0
16.0	0.71	58	58	1.0
16.0	0.72	58	58	1.0
16.0	0.73	58	58	1.0
16.0	0.74	58	58	1.0
16.0	0.75	58	58	1.0
16.0	0.76	58	58	1.0
16.0	0.77	58	58	1.0
16.0	0.78	58	58	1.0
16.0	0.79	58	58	1.0
16.0	0.8	58	58	1.0
16.0	0.81	58	58	1.0
16.0	0.82	58	58	1.0
16.0	0.83	58	58	1.0
16.0	0.84	58	58	1.0
16.0	0.85	58	58	1.0
16.0	0.86	58	58	1.0
16.0	0.87	58	58	1.0
16.0	0.88	58	58	1.0
16.0	0.89	58	58	1.0
16.0	0.9	58	58	1.0
16.0	0.91	58	58	1.0
16.0	0.92	58	58	1.0
16.0	0.93	58	58	1.0
16.0	0.94	58	58	1.0
16.0	0.95	58	58	1.0
16.0	0.96	58	58	1.0
16.0	0.97	58	58	1.0
16.0	0.98	58	58	1.0
16.0	0.99	58	58	1.0
16.0	1.0	58	58	1.0
17.0	0.5	58	58	1.0
17.0	0.51	58	58	1.0
17.0	0.52	58	58	1.0
17.0	0.53	58	58	1.0
17.0	0.54	58	58	1.0
17.0	0.55	58	58	1.0
17.0	0.56	58	58	1.0
17.0	0.57	58	58	1.0
17.0	0.58	58	58	1.0
17.0	0.59	58	58	1.0
17.0	0.6	58	58	1.0
17.0	0.61	58	58	1.0
17.0	0.62	58	58	1.0
17.0	0.63	58	58	1.0
17.0	0.64	58	58	1.0
17.0	0.65	58	58	1.0
17.0	0.66	58	58	1.0
17.0	0.67	58	58	1.0
17.0	0.68	58	58	1.0
17.0	0.69	58	58	1.0
17.0	0.7	58	58	1.0
17.0	0.71	58	58	1.0
17.0	0.72	58	58	1.0
17.0	0.73	58	58	1.0
17.0	0.74	58	58	1.0
17.0	0.75	58	58	1.0
17.0	0.76	58	58	1.0
17.0	0.77	58	58	1.0
17.0	0.78	58	58	1.0
17.0	0.79	58	58	1.0
17.0	0.8	58	58	1.0
17.0	0.81	58	58	1.0
17.0	0.82	58	58	1.0
17.0	0.83	58	58	1.0
17.0	0.84	58	58	1.0
17.0	0.85	58	58	1.0
17.0	0.86	58	58	1.0
17.0	0.87	58	58	1.0
17.0	0.88	58	58	1.0
17.0	0.89	58	58	1.0
17.0	0.9	58	58	1.0
17.0	0.91	58	58	1.0
17.0	0.92	58	58	1.0
17.0	0.93	58	58	1.0
17.0	0.94	58	58	1.0
17.0	0.95	58	58	1.0
17.0	0.96	58	58	1.0
17.0	0.97	58	58	1.0
17.0	0.98	58	58	1.0
17.0	0.99	58	58	1.0
17.0	1.0	58	58	1.0
18.0	0.5	58	58	1.0
18.0	0.51	58	58	1.0
18.0	0.52	58	58	1.0
18.0	0.53	58	58	1.0
18.0	0.54	58	58	1.0
18.0	0.55	58	58	1.0
18.0	0.56	58	58	1.0
18.0	0.57	58	58	1.0
18.0	0.58	58	58	1.0
18.0	0.59	58	58	1.0
18.0	0.6	58	58	1.0
18.0	0.61	58	58	1.0
18.0	0.62	58	58	1.0
18.0	0.63	58	58	1.0
18.0	0.64	58	58	1.0
18.0	0.65	58	58	1.0
18.0	0.66	58	58	1.0
18.0	0.67	58	58	1.0
18.0	0.68	58	58	1.0
18.0	0.69	58	58	1.0
18.0	0.7	58	58	1.0
18.0	0.71	58	58	1.0
18.0	0.72	58	58	1.0
18.0	0.73	58	58	1.0
18.0	0.74	58	58	1.0
18.0	0.75	58	58	1.0
18.0	0.76	58	58	1.0
18.0	0.77	58	58	1.0
18.0	0.78	58	58	1.0
18.0	0.79	58	58	1.0
18.0	0.8	58	58	1.0
18.0	0.81	58	58	1.0
18.0	0.82	58	58	1.0
18.0	0.83	58	58	1.0
18.0	0.84	58	58	1.0
18.0	0.85	58	58	1.0
18.0	0.86	58	58	1.0
18.0	0.87	58	58	1.0
18.0	0.88	58	58	1.0
18.0	0.89	58	58	1.0
18.0	0.9	58	58	1.0
18.0	0.91	58	58	1.0
18.0	0.92	58	58	1.0
18.0	0.93	58	58	1.0
18.0	0.94	58	58	1.0
18.0	0.95	58	58	1.0
18.0	0.96	58	58	1.0
18.0	0.97	58	58	1.0
18.0	0.98	58	58	1.0
18.0	0.99	58	58	1.0
18.0	1.0	58	58	1.0
19.0	0.5	58	58	1.0
19.0	0.51	58	58	1.0
19.0	0.52	58	58	1.0
19.0	0.53	58	58	1.0
19.0	0.54	58	58	1.0
19.0	0.55	58	58	1.0
19.0	0.56	58	58	1.0
19.0	0.57	58	58	1.0
19.0	0.58	58	58	1.0
19.0	0.59	58	58	1.0
19.0	0.6	58	58	1.0
19.0	0.61	58	58	1.0
19.0	0.62	58	58	1.0
19.0	0.63	58	58	1.0
19.0	0.64	58	58	1.0
19.0	0.65	58	58	1.0
19.0	0.66	58	58	1.0
19.0	0.67	58	58	1.0
19.0	0.68	58	58	1.0
19.0	0.69	58	58	1.0
19.0	0.7	58	58	1.0
19.0	0.71	58	58	1.0
19.0	0.72	58	58	1.0
19.0	0.73	58	58	1.0
19.0	0.74	58	58	1.0
19.0	0.75	58	58	1.0
19.0	0.76	58	58	1.0
19.0	0.77	58	58	1.0
19.0	0.78	58	58	1.0
19.0	0.79	58	58	1.0
19.0	0.8	58	58	1.0
19.0	0.81	58	58	1.0
19.0	0.82	58	58	1.0
19.0	0.83	58	58	1.0
19.0	0.84	58	58	1.0
19.0	0.85	58	58	1.0
19.0	0.86	58	58	1.0
19.0	0.87	58	58	1.0
19.0	0.88	58	58	1.0
19.0	0.89	58	58	1.0
19.0	0.9	58	58	1.0
19.0	0.91	58	58	1.0
19.0	0.92	58	58	1.0
19.0	0.93	58	58	1.0
19.0	0.94	58	58	1.0
19.0	0.95	58	58	1.0
19.0	0.96	58	58	1.0
19.0	0.97	58	58	1.0
19.0	0.98	58	58	1.0
19.0	0.99	58	58	1.0
19.0	1.0	58	58	1.0
20.0	0.5	58	58	1.0
20.0	0.51	58	58	1.0
20.0	0.52	58	58	1.0
20.0	0.53	58	58	1.0
20.0	0.54	58	58	1.0
20.0	0.55	58	58	1.0
20.0	0.56	58	58	1.0
20.0	0.57	58	58	1.0
20.0	0.58	58	58	1.0
20.0	0.59	58	58	1.0
20.0	0.6	58	58	1.0
20.0	0.61	58	58	1.0
20.0	0.62	58	58	1.0
20.0	0.63	58	58	1.0
20.0	0.64	58	58	1.0
20.0	0.65	58	58	1.0
20.0	0.66	58	58	1.0
20.0	0.67	58	58	1.0
20.0	0.68	58	58	1.0
20.0	0.69	58	58	1.0
20.0	0.7	58	58	1.0
20.0	0.71	58	58	1.0
20.0	0.72	58	58	1.0
20.0	0.73	58	58	1.0
20.0	0.74	58	58	1.0
20.0	0.75	58	58	1.0
20.0	0.76	58	58	1.0
20.0	0.77	58	58	1.0
20.0	0.78	58	58	1.0
20.0	0.79	58	58	1.0
20.0	0.8	58	58	1.0
20.0	0.81	58	58	1.0
20.0	0.82	58	58	1.0
20.0	0.83	58	58	1.0
20.0	0.84	58	58	1.0
20.0	0.85	58	58	1.0
20.0	0.86	58	58	1.0
20.0	0.87	58	58	1.0
20.0	0.88	58	58	1.0
20.0	0.89	58	58	1.0
20.0	0.9	58	58	1.0
20.0	0.91	58	58	1.0
20.0	0.92	58	58	1.0
20.0	0.93	58	58	1.0
20.0	0.94	58	58	1.0
20.0	0.95	58	58	1.0
20.0	0.96	58	58	1.0
20.0	0.97	58	58	1.0
20.0	0.98	58	58	1.0
20.0	0.99	58	58	1.0
20.0	1.0	58	58	1.0
21.0	0.5	58	58	1.0
21.0	0.51	58	58	1.0
21.0	0.52	58	58	1.0
21.0	0.53	58	58	1.0
21.0	0.54	58	58	1.0
21.0	0.55	58	58	1.0
21.0	0.56	58	58	1.0
21.0	0.57	58	58	1.0
21.0	0.58	58	58	1.0
21.0	0.59	58	58	1.0
21.0	0.6	58	58	1.0
21.0	0.61	58	58	1.0
21.0	0.62	58	58	1.0
21.0	0.63	58	58	1.0
21.0	0.64	58	58	1.0
21.0	0.65	58	58	1.0
21.0	0.66	58	58	1.0
21.0	0.67	58	58	1.0
21.0	0.68	58	58	1.0
21.0	0.69	58	58	1.0
21.0	0.7	58	58	1.0
21.0	0.71	58	58	1.0
21.0	0.72	58	58	1.0
21.0	0.73	58	58	1.0
21.0	0.74	58	58	1.0
21.0	0.75	58	58	1.0
21.0	0.76	58	58	1.0
21.0	0.77	58	58	1.0
21.0	0.78	58	58	1.0
21.0	0.79	58	58	1.0
21.0	0.8	58	58	1.0
21.0	0.81	58	58	1.0
21.0	0.82	58	58	1.0
21.0	0.83	58	58	1.0
21.0	0.84	58	58	1.0
21.0	0.85	58	58	1.0
21.0	0.86	58	58	1.0
21.0	0.87	58	58	1.0
21.0	0.88	58	58	1.0
21.0	0.89	58	58	1.0
21.0	0.9	58	58	1.0
21.0	0.91	58	58	1.0
21.0	0.92	58	58	1.0
21.0	0.93	58	58	1.0
21.0	0.94	58	58	1.0
21.0	0.95	58	58	1.0
21.0	0.96	58	58	1.0
21.0	0.97	58	58	1.0
21.0	0.98	58	58	1.0
21.0	0.99	58	58	1.0
21.0	1.0	58	58	1.0
22.0	0.5	58	58	1.0
22.0	0.51	58	58	1.0
22.0	0.52	58	58	1.0
22.0	0.53	58	58	1.0
22.0	0.54	58	58	1.0
22.0	0.55	58	58	1.0
22.0	0.56	58	58	1.0
22.0	0.57	58	58	1.0
22.0	0.58	58	58	1.0
22.0	0.59	58	58	1.0
22.0	0.6	58	58	1.0
22.0	0.61	58	58	1.0
22.0	0.62	58	58	1.0
22.0	0.63	58	58	1.0
22.0	0.64	58	58	1.0
22.0	0.65	58	58	1.0
22.0	0.66	58	58	1.0
22.0	0.67	58	58	1.0
22.0	0.68	58	58	1.0
22.0	0.69	58	58	1.0
22.0	0.7	58	58	1.0
22.0	0.71	58	58	1.0
22.0	0.72	58	58	1.0
22.0	0.73	58	58	1.0
22.0	0.74	58	58	1.0
22.0	0.75	58	58	1.0
22.0	0.76	58	58	1.0
22.0	0.77	58	58	1.0
22.0	0.78	58	58	1.0
22.0	0.79	58	58	1.0
22.0	0.8	58	58	1.0
22.0	0.81	58	58	1.0
22.0	0.82	58	58	1.0
22.0	0.83	58	58	1.0
22.0	0.84	58	58	1.0
22.0	0.85	58	58	1.0
22.0	0.86	58	58	1.0
22.0	0.87	58	58	1.0
22.0	0.88	58	58	1.0
22.0	0.89	58	58	1.0
22.0	0.9	58	58	1.0
22.0	0.91	58	58	1.0
22.0	0.92	58	58	1.0
22.0	0.93	58	58	1.0
22.0	0.94	58	58	1.0
22.0	0.95	58	58	1.0
22.0	0.96	58	58	1.0
22.0	0.97	58	58	1.0
22.0	0.98	58	58	1.0
22.0	0.99	58	58	1.0
22.0	1.0	58	58	1.0
23.0	0.5	58	58	1.0
23.0	0.51	58	58	1.0
23.0	0.52	58	58	1.0
23.0	0.53	58	58	1.0
23.0	0.54	58	58	1.0
23.0	0.55	58	58	1.0
23.0	0.56	58	58	1.0
23.0	0.57	58	58	1.0
23.0	0.58	58	58	1.0
23.0	0.59	58	58	1.0
23.0	0.6	58	58	1.0
23.0	0.61	58	58	1.0
23.0	0.62	58	58	1.0
23.0	0.63	58	58	1.0
23.0	0.64	58	58	1.0
23.0	0.65	58	58	1.0
23.0	0.66	58	58	1.0
23.0	0.67	58	58	1.0
23.0	0.68	58	58	1.0
23.0	0.69	58	58	1.0
23.0	0.7	58	58	1.0
23.0	0.71	58	58	1.0
23.0	0.72	58	58	1.0
23.0	0.73	58	58	1.0
23.0	0.74	58	58	1.0
23.0	0.75	58	58	1.0
23.0	0.76	58	58	1.0
23.0	0.77	58	58	1.0
23.0	0.78	58	58	1.0
23.0	0.79	58	58	1.0
23.0	0.8	58	58	1.0
23.0	0.81	58	58	1.0
23.0	0.82	58	58	1.0
23.0	0.83	58	58	1.0
23.0	0.84	58	58	1.0
23.0	0.85	58	58	1.0
23.0	0.86	58	58	1.0
23.0	0.87	58	58	1.0
23.0	0.88	58	58	1.0
23.0	0.89	58	58	1.0
23.0	0.9	58	58	1.0
23.0	0.91	58	58	1.0
23.0	0.92	58	58	1.0
23.0	0.93	58	58	1.0
23.0	0.94	58	58	1.0
23.0	0.95	58	58	1.0
23.0	0.96	58	58	1.0
23.0	0.97	58	58	1.0
23.0	0.98	58	58	1.0
23.0	0.99	58	58	1.0
23.0	1.0	58	58	1.0
24.0	0.5	58	58	1.0
24.0	0.51	58	58	1.0
24.0	0.52	58	58	1.0
24.0	0.53	58	58	1.0
24.0	0.54	58	58	1.0
24.0	0.55	58	58	1.0
24.0	0.56	58	58	1.0
24.0	0.57	58	58	1.0
24.0	0.58	58	58	1.0
24.0	0.59	58	58	1.0
24.0	0.6	58	58	1.0
24.0	0.61	58	58	1.0
24.0	0.62	58	58	1.0
24.0	0.63	58	58	1.0
24.0	0.64	58	58	1.0
24.0	0.65	58	58	1.0
24.0	0.66	58	58	1.0
24.0	0.67	58	58	1.0
24.0	0.68	58	58	1.0
24.0	0.69	58	58	1.0
24.0	0.7	58	58	1.0
24.0	0.71	58	58	1.0
24.0	0.72	58	58	1.0
24.0	0.73	58	58	1.0
24.0	0.74	58	58	1.0
24.0	0.75	58	58	1.0
24.0	0.76	58	58	1.0
24.0	0.77	58	58	1.0
24.0	0.78	58	58	1.0
24.0	0.79	58	58	1.0
24.0	0.8	58	58	1.0
24.0	0.81	58	58	1.0
24.0	0.82	58	58	1.0
24.0	0.83	58	58	1.0
24.0	0.84	58	58	1.0
24.0	0.85	58	58	1.0
24.0	0.86	58	58	1.0
24.0	0.87	58	58	1.0
24.0	0.88	58	58	1.0
24.0	0.89	58	58	1.0
24.0	0.9	58	58	1.0
24.0	0.91	58	58	1.0
24.0	0.92	58	58	1.0
24.0	0.93	58	58	1.0
24.0	0.94	58	58	1.0
24.0	0.95	58	58	1.0
24.0	0.96	58	58	1.0
24.0	0.97	58	58	1.0
24.0	0.98	58	58	1.0
24.0	0.99	58	58	1.0
24.0	1.0	58	58	1.0
25.0	0.5	58	58	1.0
25.0	0.51	58	58	1.0
25.0	0.52	58	58	1.0
25.0	0.53	58	58	1.0
25.0	0.54	58	58	1.0
25.0	0.55	58	58	1.0
25.0	0.56	58	58	1.0
25.0	0.57	58	58	1.0
25.0	0.58	58	58	1.0
25.0	0.59	58	58	1.0
25.0	0.6	58	58	1.0
25.0	0.61	58	58	1.0
25.0	0.62	58	58	1.0
25.0	0.63	58	58	1.0
25.0	0.64	58	58	1.0
25.0	0.65	58	58	1.0
25.0	0.66	58	58	1.0
25.0	0.67	58	58	1.0
25.0	0.68	58	58	1.0
25.0	0.69	58	58	1.0
25.0	0.7	58	58	1.0
25.0	0.71	58	58	1.0
25.0	0.72	58	58	1.0
25.0	0.73	58	58	1.0
25.0	0.74	58	58	1.0
25.0	0.75	58	58	1.0
25.0	0.76	58	58	1.0
25.0	0.77	58	58	1.0
25.0	0.78	58	58	1.0
25.0	0.79	58	58	1.0
25.0	0.8	58	58	1.0
25.0	0.81	58	58	1.0
25.0	0.82	58	58	1.0
25.0	0.83	58	58	1.0
25.0	0.84	58	58	1.0
25.0	0.85	58	58	1.0
25.0	0.86	58	58	1.0
25.0	0.87	58	58	1.0
25.0	0.88	58	58	1.0
25.0	0.89	58	58	1.0
25.0	0.9	58	58	1.0
25.0	0.91	58	58	1.0
25.0	0.92	58	58	1.0
25.0	0.93	58	58	1.0
25.0	0.94	58	58	1.0
25.0	0.95	58	58	1.0
25.0	0.96	58	58	1.0
25.0	0.97	58	58	1.0
25.0	0.98	58	58	1.0
25.0	0.99	58	58	1.0
25.0	1.0	58	58	1.0
